gubun,gubun_1,gubun_2,question,answer,,,,,,,,,,
규정,생활체육 개요,생활 체육 종류,피트니스 운동에 대해서 설명하시오.,"미국의 생활체육 용어로, 건강 및 체력 증진, 여가선용을 위해 행하는 모든 체육활동을 의미합니다",,,,,,,,,,
지도방법,웨이트트레이닝,개요,그립의 종류를 최소 5가지 이상 말하시오.,"오버그립, 언더그립, 섬레스 그립, 훅 그립, 리버스 그립, 와이드 그립, 내로우 그립, 얼터네이트 그립",,,,,,,,,,
지도방법,웨이트트레이닝,개요,세트훈련법에 대해서 설명하시오.,"근비대를 위한 훈련법. 슈퍼세트, 컴파운드세트, 트라이세트, 자이언트세트가 있다",,,,,,,,,,
지도방법,웨이트트레이닝,개요,슈퍼 세트에 대해서 설명하시오.,주동근과 길항근의 운동을 번갈아가며 하는 운동법,,,,,,,,,,
지도방법,웨이트트레이닝,개요,컴파운드 세트에 대해서 설명하시오.,같은 근육부위에 대한 2가지 운동방법을 실시하는 것,,,,,,,,,,
지도방법,웨이트트레이닝,개요,피라미트 세트에 대해서 설명하시오.,운동의 부하(중량)을 높여가며 운동하는 방법,,,,,,,,,,
지도방법,웨이트트레이닝,개요,역피라미드 세트에 대해서 설명하시오.,무게를 점점 내려가며 운동하는 방법,,,,,,,,,,
지도방법,웨이트트레이닝,개요,드롭 세트에 대해서 설명하시오.,"실패지점에 도달했을 때, 휴식 없이 무게를 낮춰 2차, 3차, 4차 실패지점까지 운동하는 방법",,,,,,,,,,
지도방법,웨이트트레이닝,개요,디센딩 세트에 대해서 설명하시오.,"실패지점에 도달했을 때, 휴식 없이 무게를 낮춰 2차 실패지점까지 운동하는 방법",,,,,,,,,,
지도방법,웨이트트레이닝,개요,트라이 세트에 대해서 설명하시오.,동일한 근육 무리에 자극을 줄 수 있는 3가지 운동을 휴식 없이 진행하는 운동법,,,,,,,,,,
지도방법,웨이트트레이닝,개요,자이언트 세트에 대해서 설명하시오.,동일한 근육 무리에 자극을 줄 수 있는 4-6가지 운동을 휴식 없이 / 거의 쉬지 않고 연속적으로 하는 운동법이다,,,,,,,,,,
지도방법,웨이트트레이닝,개요,서킷 트레이닝에 대해서 설명하시오.,8~12개의 운동을 휴식 없이 실시하는 것이다. 심폐 기능 향상에 큰 도움이 된다.,,,,,,,,,,
지도방법,웨이트트레이닝,개요,인터벌 트레이닝에 대해서 설명하시오.,고강도의 운동 사이에 불완전한 휴식을 집어넣어 운동을 하는 것이다.,,,,,,,,,,
지도방법,웨이트트레이닝,개요,오버 트레이닝에 대해서 설명하시오.,고강도의 운동을 지속적으로 무리하게 진행해 만성적 피로 상태에 빠지는 것,,,,,,,,,,
지도방법,웨이트트레이닝,개요,스트레이팅에 대해 설명하시오.,반동 없이 정확한 자세로 운동을 수행하는 것,,,,,,,,,,
지도방법,웨이트트레이닝,개요,치팅에 대해 설명하시오.,"실패 지점에 도달했을 때, 반동을 이용해 몇 개 더하는 것",,,,,,,,,,
지도방법,웨이트트레이닝,개요,플러싱에 대해 설명하시오.,근육을 성장시키기 위해 같은 근육에 계쏙적인 자극을 주어 충혈시키는 것,,,,,,,,,,
지도방법,웨이트트레이닝,개요,1RM에 대해 설명하시오.,1RM은 최대 근력으로 한번 들 수 있는 무게를 말합니다. 1RM 공식은 무게 X 횟수 X 0.025 + 무게 입니다. ,,,,,,,,,,
지도방법,웨이트트레이닝,운동 지도방법,시티드 카프레이즈 지도방법,앉은 상태로 발뒤꿈치를 최대한 들어 올리고 내릴 때 발뒤꿈치가 지면에 닿기 전에 다시 올린다.,,,,,,,,,,
지도방법,웨이트트레이닝,운동 지도방법,라잉트라이셉스 익스텐션의 지도방법,벤치에 등을 대고 누워 가슴은 들고 척추는 정상 만곡을 유지한 후 양손의 간격을 어깨너비보다 좁게 하여 바벨을 머리 쪽으로 내립니다. 바벨을 잡은 팔이 지면과 수직이 되도록 잡고  바를 내릴 때 숨을 들이마시고 올릴 때 내뱉습니다.,,,,,,,,,,
지도방법,웨이트트레이닝,운동 지도방법,레그레이즈 지도방법,숨을 내쉬며 양발이 바닥과 90도를 이룰 때까지 올린 후 양 어깨와 등 상부를 바닥에 밀착시킨 상태로 발끝이 바닥에 닿지 않을 정도까지 천천히 내린 후 동작을 반복한다.,,,,,,,,,,
지도방법,웨이트트레이닝,운동 지도방법,프론트 스쿼트 지도방법,바벨은 쇄골과 어깨로 지탱한 후 가슴과 팔꿈치를 들고 허리는 꼿꼿이 세우고 무릎이 발끝을 넘지 않게 시선은 정면을 주시하고 실시하도록 지도합니다,,,,,,,,,,
지도방법,웨이트트레이닝,운동 지도방법,바벨컬 지도방법,바를 잡는 어깨너비 정도로 잡고 팔꿈치가 움직이지 않게 고정한 후 바를 들어 올릴 때 호흡을 내쉽니다.,,,,,,,,,,
지도방법,웨이트트레이닝,운동 지도방법,레터럴 레이즈 지도방법,덤벨을 오버그립으로 잡고 팔꿈치를 살짝 구부려준 뒤 허벅지 옆에 위치시킵니다. 측면 삼각근의 힘을 이용해 덤벨을 어깨와 수평이 되도록 들어 올립니다.,,,,,,,,,,
지도방법,웨이트트레이닝,운동 지도방법,바벨 로우 지도방법,허리는 곧게 펴고 엉덩이를 심하게 뒤로 빼지 않은 채로 무릎은 바를 내리면서 약간 구부립니다. 바를 올리는 동작 시 배 방향으로 올리고 등은 곧게 폅니다,,,,,,,,,,
지도방법,웨이트트레이닝,운동 지도방법,백 익스텐션 지도방법,매트에 배를 대고 누워 손등을 허리나 머리위로 쭉핀뒤 다리는 곧게 펴 상체와 하체를 하늘로 살짝 들어올리며 척추기립근을 수축하며 호흡을 뱉고 다시내려가며 호흡을 들이마신다,,,,,,,,,,
지도방법,웨이트트레이닝,포즈 지도방법,남자 프론트 더블 바이셉스 지도방법,전면 상완 이두근을 강조하는 포징입니다. 정면에서 두 팔을 들어 어깨와 수평을 이루게 한 후 팔꿈치를 구부립니다. 한발은 앞으로 꺼내 옆으로 틀어 비복근을 보여줍니다. 주먹을 꽉쥐어 이두근과 전완근을 수축합니다.,,,,,,,,,,
지도방법,웨이트트레이닝,포즈 지도방법,남자 프론트 렛 스프레드 지도방법,전면 광배근을 강조하는 포징으로써 다리는 15CM 로 벌려 대퇴사두근을 수축하고 손은 허리춤에 위치시킨뒤 광배를 힘껏 펼치고 광배근 포함 전면 근육을 수축합니다.,,,,,,,,,,
지도방법,웨이트트레이닝,포즈 지도방법,남자 사이드체스트 지도방법,"측면 흉근을 강조하는 포징으로써 왼쪽, 오른쪽 중 자신 있는 방향으로 서서 진행합니다. 심사위원 쪽의 팔은 90도로 구부리고, 다른 한 쪽으로는 손목을 잡습니다. 구부린 팔과 같은 방향의 다리 무릎을 구부리고 발가락으로 지탱합니다. 살짝 동작을 틀어 심사위원 측에 흉근의 수축이 보이게 합니다.",,,,,,,,,,
지도방법,웨이트트레이닝,포즈 지도방법,남자 백 더블 바이셉스 지도방법,"후면 상완 이두근을 강조하는 포징으로써 뒤로 돌아 두팔과 손목을 프론트 더블 바이셉스 포즈와 동일하게 취합니다. 이 때 한발은 뒤로 빼서 발가락으로 지탱합니다. 상완 이두근, 허벅지, 비복근을 수축시킵니다.",,,,,,,,,,
지도방법,웨이트트레이닝,포즈 지도방법,남자 백 렛 스프레드 지도방법,후면 광배근을 강조하는 포징으로써 뒤로 돌아 프론트 렛 스프레드와 동일하게 포즈를 취합니다. 광배근을 최대한 넓게 수축하는 것이 중요합니다.,,,,,,,,,,
지도방법,웨이트트레이닝,포즈 지도방법,남자 사이드 트라이셉스 지도방법,"측면 상완 삼두근을 강조하는 포징으로써 왼쪽, 오른쪽 중 자신 있는 방향으로 서서 진행합니다. 두 손은 몸 뒤쪽에 놓고 심판과 가까운쪽 다리는 굽히고 발바닥 전체를 바닥에 댑니다. 다른 다리는 무릎을 굽히고 발가락으로 지탱합니다. 앞쪽 팔의 상완 삼두근을 수축해야하며 복부, 허벅지, 비복근을 수축해야 합니다.",,,,,,,,,,
지도방법,웨이트트레이닝,포즈 지도방법,남자 업도미널 앤 타이 지도방법,복직근과 대퇴 사두근을 강조하는 포징으로써 두팔을 머리 뒤에 놓고 한쪽 발을 앞에 둡니다. 복부를 크런칭 자세로 복부 근육을 수축하는 동시에 하체 전면 근육을 수축합니다.,,,,,,,,,,
지도방법,웨이트트레이닝,포즈 지도방법,여자 프론트 더블 바이셉스 지도방법,전면 상완 이두근을 강조하는 포징으로써 정면에서 두 팔을 들어 어깨와 수평을 이루게 한 후 팔꿈치를 구부립니다. 한발은 앞으로 꺼내 옆으로 틀어 비복근을 보여줍니다. 손 모양은 우아하게 꽃처럼 펴주고 이두근 및 전체 근육을 수축합니다.,,,,,,,,,,
지도방법,웨이트트레이닝,포즈 지도방법,여자 사이드 체스트 지도방법,"측면 흉근을 강조하는 포징으로써 왼쪽, 오른쪽 중 자신 있는 방향으로 서서 진행합니다. 심사위원 쪽의 발은 심사위원 쪽의 발은 앞으로 쭉 뻗어 발바닥을 지면에 붙이고, 먼 쪽 발은 무릎을 굽히고 발가락으로 지탱합니다. 양 팔은 가슴 아래 앞쪽으로 45도 정도로 뻗고 양손을 포개어 팔 전체의 근육을 수축해 줍니다. 살짝 동작을 틀어 심사위원 측에 흉근의 수축이 보이게 합니다.",,,,,,,,,,
지도방법,웨이트트레이닝,포즈 지도방법,여자 백 더블 바이셉스 지도방법,후면 상완 이두근을 강조하는 포징으로써 뒤를 돌아 한발은 뒤로 빼고 발가락으로 지탱합니다. 두팔을 어깨높이까지 올려주고 구부려서 상완 이두근에 힘을 줍니다. 손 모양은 우아하게 꽃처럼 펴주고. 이두근 및 전체 근육을 수축합니다.,,,,,,,,,,
지도방법,웨이트트레이닝,포즈 지도방법,여자 사이드 트라이셉스의 지도방법,"측면 상완 삼두근을 강조하는 포징으로써 왼쪽, 오른쪽 중 자신 있는 방향으로 서서 진행합니다. 심사위원 쪽의 발은 앞으로 쭉 뻗어 발바닥을 지면에 붙이고, 먼 쪽 발은 무릎을 굽히고 발가락으로 지탱합니다. 두 팔을 등 뒤에 위치시키고 왼쪽 또는 오른쪽에 있는 손목을 오른쪽 또는 왼쪽 손으로 움켜잡는다. 앞쪽 팔의 상완 삼두근을 수축해야하며 복부, 허벅지, 비복근을 수축해야 합니다.",,,,,,,,,,
지도방법,과학적 지도방법,운동생리학,ATP에 대해 설명하세요.,"인체의 에너지원중 하나로, 탄수화물, 지방, 단백질의 대사작용을 통해 신체가 즉각 사용할 수 있는 에너지 형태인 ATP를 생산합니다",,,,,,,,,,
지도방법,과학적 지도방법,운동생리학,에너지 시스템에 대해 설명하세요,"atp pc시스템은 가장 빠르게 활성화되는 시스템이며 10초 내외의 고강도 운동 시에 근세포 내 크레아틴 인산을 분해, atp 를 생산하여 에너지를 공급해줍니다. 운동시간이 10초가 넘어가면 atp pc시스템은 중지되고 젖산시스템으로 변경됩니다. 젖산시스템은 글리코겐을 이용해 에너지를 생성하는데, 이 부산물로 젖산이라는 물질이 발생합니다. 유산소 시스템은 1분 이상의 운동 시에 활성화되어 에너지를 생산하는 시스템입니다. 젖산의 축적을 막으면서 atp를 생산해 장시간 운동이 가능합니다",,,,,,,,,,
지도방법,과학적 지도방법,운동생리학,유산소성 대사와 무산소성 대사를 설명하시오,"유산소성 대사는 미토콘드리아에서 산소를 활용해 ATP를 재합성하여 에너지를 생산해내는 과정입니다. 장거리 달리기, 자전거 타기 등이 이에 해당됩니다. 무산소성 대사는 산소 없이 짧은 시간 안에 강한 근력을 낼 때 사용되는 대사입니다. ATP-PC시스템과 젖산시스템이 이에 해당되며 50m달리기, 투포환 던지기, 역도 등이 이에 해당됩니다.",,,,,,,,,,
지도방법,과학적 지도방법,운동생리학,초과산소섭취량(EPOC)에 대해 설명하시오.,"운동이 끝난 후의 산소섭취량이, 안정 시 섭취량보다 더 높은 상태를 의미합니다.",,,,,,,,,,
지도방법,과학적 지도방법,운동생리학,젖산 역치에 대해 설명하세요.,"우리는 운동을 하게 되면 젖산이 쌓이게 됩니다. 우리의 몸은 이 젖산을 제거하는데, 우리 몸이 젖산을 제거하는 속도보다 젖산이 쌓이는 속도가 더 빨라지는 시점이 발생합니다. 이 시점에서 근육의 피로감과 고통이 발생합니다. 이를 젖산 역치라고 합니다",,,,,,,,,,
지도방법,과학적 지도방법,운동생리학,테스토스테론에 대해 설명하세요.,"근성장 및 발달에 도움이 되는 호르몬으로, 남성의 고환과 여성의 난소, 부신에서 생성됩니다.",,,,,,,,,,
지도방법,과학적 지도방법,운동생리학,교감 신경과 부교감 신경에 대해 설명하세요.,"교감신경 - 활성화 시에 동공확장, 체온 상승, 호흡과 맥박이 상승 부교감 신경 - 활성화 시에 동공 축소, 호흡, 맥박, 체온은 안정 시 호흡, 맥박, 체온으로 되돌아옵니다. 운동 시에는 교감신경이 활성화 되고, 안정 시에는 부교감신경이 활성화됩니다.",,,,,,,,,,
지도방법,과학적 지도방법,운동생리학,호흡 근육에 대해 설명하세요.,"호기 근육: 외복사근 내복사근 복횡근 복직근 내늑간근 / 흡기 근육: 횡경막, 흉쇄유돌근, 사각근, 외늑간근",,,,,,,,,,
지도방법,과학적 지도방법,운동생리학,근육의 종류에 대해 설명하시오.,"근육은 심장근, 내장근, 골격근으로 나뉩니다. 심장근은 불수의근이며, 가로무늬근입니다. 심장에서 볼 수 있습니다. 내장근은 불수의근이며, 민무늬근입니다. 우리 몸의 장기를 구성하고 있습니다. 골격근은 수의근이며, 가로무늬근입니다. 우리 마음대로 수축과 이완이 가능하고, 탄력이 뛰어납니다.",,,,,,,,,,
지도방법,과학적 지도방법,운동생리학,지근과 속근에 대해 설명하세요.,"지근은 적근, 속근은 백근이라고도 부릅니다. 지근의 경우에는 수축 속도가 느리고 피로에 저항이 높아 주로 유산소운동시에 많이 사용됩니다. 속근의 경우에는 수축 속도가 빠르고, 피로에 저항이 낮습니다. 주로 무산소운동시에 사용됩니다.",,,,,,,,,,
지도방법,과학적 지도방법,운동생리학,위성 세포에 대해 설명하세요.,"평소에는 활성화되어 있지 않지만, 운동이나 근섬유의 손상이 일어나면 활성화되게 됩니다. 활성화되면 근성장, 근회복에 도움을 줍니다.",,,,,,,,,,
지도방법,과학적 지도방법,운동생리학,근육 펌핑에 대해 설명하세요.,근육의 자극과 활동으로 인해 혈액이 몰려 일시적으로 부풀어오르는 현상을 말합니다.,,,,,,,,,,
지도방법,과학적 지도방법,운동생리학,지연성 근육통(DOMS)에 대해 설명하세요,"다음날 바로 발생하는 일반적인 근육통이 아니라, 운동 후 2, 3일 후부터 발생하는 근육통 근섬유의 미세한 파열이 원인이며, 회복은 5, 7일 소요됩니다.",,,,,,,,,,
지도방법,과학적 지도방법,운동생리학,스포츠 심장에 대해 설명하세요.,"운동으로 단련된 스포츠인의 심장을 이야기합니다. 1회 수축으로 인한 심박출량이 높고, 안정 시 심박수가 낮은 것이 특징입니다.",,,,,,,,,,
지도방법,과학적 지도방법,운동생리학,뼈의 역할에 대해 설명하세요.,"내장을 보호하고, 근육의 지렛대 역할을 하며, 몸의 구조를 지지합니다. 또, 골수가 있어 조혈작용을 담당하고, 무기질의 저장과 공급의 역할을 맡고 있습니다.",,,,,,,,,,
지도방법,과학적 지도방법,운동영양학,필수 영양소에 대해 설명하세요..,"우리가 살아가는 데에 반드시 필요하지만, 우리가 직접 생산해내지 못하거나 생산량이 모자란 영양소를 말합니다. 물, 무기질, 비타민, 탄수화물, 단백질, 지방",,,,,,,,,,
지도방법,과학적 지도방법,운동영양학,지방에 대해 설명하세요.,1g당 9kcal 열량을 낸다. 세포막을 구성하고 있다 체온 유지와 내장 보호의 역할,,,,,,,,,,
지도방법,과학적 지도방법,운동영양학,내장 지방과 피하 지방에 대해 설명하세요.,내장지방은 내장을 둘러싼 지방 피하지방은 피부 바로 아래에 있는 지방,,,,,,,,,,
지도방법,과학적 지도방법,운동영양학,포화지방과 불포화지방에 대해 설명하세요.,"포화지방은 육류, 유제품에 많다. 오래 놔두면 굳는다. 과섭취시 심혈관계 질환 위험이 있다. 불포화지방은 견과류, 아보카도, 생선등이 있다. 오래 놔둬도 굳지 않는다. 심혈관계 질환의 위험을 감소시킨다.",,,,,,,,,,
지도방법,과학적 지도방법,운동영양학,HDL 콜레스테롤에 대해 설명하세요.,일명 좋은 콜레스테롤 혈액에 있는 콜레스테롤을 간으로 옮이는 역할 HDL콜레스테롤이 많으면 관상동맥질환의 발병률이 줄어듭니다.,,,,,,,,,,
지도방법,과학적 지도방법,운동영양학,LDL 콜레스테롤에 대해 설명하세요.,"저밀도 지질 단백질로 나쁜 콜레스트롤, 적색 육류에 많이 함유",,,,,,,,,,
지도방법,과학적 지도방법,운동영양학,비타민의 종류에 대해 설명하세요.,"수용성 비타민과 지용성 비타민으로 나뉩니다. 수용성 비타민은 B,C가 있으며 지용성 비타민은 A,D,E,K가 있습니다. 수용성 비타민은 과다 섭취 시에는 필요량만 흡수하고 나머지는 소변으로 배출하지만 지용성 비타민은 과다 섭취 시에는 체내에 축적되어 부작용을 일으킬 수 있습니다.",,,,,,,,,,
지도방법,과학적 지도방법,운동영양학,"운동 전, 당을 섭취하는 이유에 대해 설명하세요.",글리코겐을 보충하기 위해서. 운동을 할 땐 글리코겐이 소모되고 고강도 운동을 진행하면 글리코겐은 빠른 속도로 고갈됩니다. 이에 대비하기 위해 운동 전에 미리 당을 섭취하는 것입니다.,,,,,,,,,,
지도방법,과학적 지도방법,운동영양학,필수 아미노산에 대해 설명하세요.,"일상생활을 영위하는 데에 반드시 필요하지만, 우리 몸에서 생성하지 못하거나 생성량이 모자란 아미노산을 이야기합니다. 발린, 이소류신, 류신, 리신, 트립토판, 페닐알라닌, 히스티딘, 메티오닌, 트레오닌 이 있습니다.",,,,,,,,,,
지도방법,과학적 지도방법,운동영양학,BCAA에 대해 설명하세요.,"분지사슬 아미노산의 약자로, 발린, 이소류신, 류신 3가지를 뜻합니다. 운동 전 BCAA의 섭취 시, 근성장과 근회복에 도움이 됩니다.",,,,,,,,,,
지도방법,과학적 지도방법,운동영양학,아나볼릭과 카타볼릭을 설명하세요.,동화작용과 이화작용이라고도 부릅니다. 아나볼릭 - 근육 내에서 단백질을 합성해내는 과정 카타볼릭 - 근육이 분해되는 작용,,,,,,,,,,
지도방법,과학적 지도방법,운동영양학,유청단백질에 대해 설명하세요.,우유에서 유지방과 카제인을 제거한 고급 단백질,,,,,,,,,,
지도방법,과학적 지도방법,운동영양학,크레아틴에 대해 설명하세요.,"붉은색 고기나 생선에 아미노산으로 많이 함유되어 있음 / 근육에 95% 저장되어있음, 그 중 50%는 크레아틴 인산으로 포함되어있음 / 근육 성능 향상과 에너지 회복을 도와줌",,,,,,,,,,
지도방법,과학적 지도방법,운동영양학,수분의 역할에 대해 설명하세요.,"체온 조절, 영양분 전달, 삼투압 조절",,,,,,,,,,
지도방법,과학적 지도방법,운동영양학,운동 전 수분을 섭취하는 이유에 대해 설명하세요.,운동으로 인해 땀을 흘리거나 가파른 호흡으로 인한 수분 손실에 대비하여 미리 수분을 섭취하면 운동 수행에 도움이 됩니다.,,,,,,,,,,
지도방법,규정포즈,보디빌딩,남자 보디빌딩 7개 규정 포즈는 무엇인가?,"프론트 더블 바이셉스, 프론트 랫 스프레드, 사이드 체스트, 백 더블 바이셉스, 백 랫 스프레드, 사이드 트라이셉스, 앱도미널 앤 타이",,,,,,,,,,
지도방법,규정포즈,보디빌딩,남자 보디빌딩 4개 규정 포즈는 무엇인가?,"프론트 더블 바이셉스, 사이드 체스트, 백 더블 바이셉스, 앱도미널 앤 타이",,,,,,,,,,
지도방법,규정포즈,클래식 보디빌딩,클래식 보디빌딩 7개 규정 포즈는 무엇인가?,"프론트 더블 바이셉스, 프론트 랫 스프레드, 사이드 체스트, 백 더블 바이셉스, 백 랫 스프레드, 사이드 트라이셉스, 앱도미널 앤 타이",,,,,,,,,,
지도방법,규정포즈,클래식 보디빌딩,클래식 보디빌딩 4개 규정 포즈는 무엇인가?,"프론트 더블 바이셉스, 사이드 체스트, 백 더블 바이셉스, 앱도미널 앤 타이",,,,,,,,,,
지도방법,규정포즈,클래식 피지크,남자 클래식 피지크 7개 규정 포즈는 무엇인가?,"프론트 더블 바이셉스, 사이드 체스트, 백 더블 바이셉스, 사이드 트라이셉스, 베큠 포즈, 앱도미널 앤 타이, 클래식 포즈 오브 애슬릿 초이스(자유포즈)",,,,,,,,,,
지도방법,규정포즈,클래식 피지크,남자 클래식 피지크 4개 규정 포즈는 무엇인가?,"프론트 더블 바이셉스, 사이드 체스트, 백 더블 바이셉스,  베큠 포즈",,,,,,,,,,
지도방법,규정포즈,남자 피지크,남자 피지크 규정 포즈 4가지는 무엇인가?,"쿼터턴 프론트, 쿼터턴 라이트, 쿼터턴 백, 쿼터턴 라이트",,,,,,,,,,
지도방법,규정포즈,여자 피지크,여자 피지크 규정 포즈 4가지는 무엇인가?,"프론트 더블 바이셉스, 사이드 체스트, 백 더블 바이셉스, 사이드 트라이셉스",,,,,,,,,,
지도방법,규정포즈,보디 피트니스,보디 피트니스 규정 포즈 4가지는 무엇인가?,"프론트 포지션, 쿼터턴 라이트(왼쪽 측면이 심판 향하게), 쿼터턴 백, 쿼터턴 라이트(오른쪽 측면이 심판 향하게)",,,,,,,,,,
지도방법,규정포즈,비키니 피트니스,비키니 피트니스 규정 포즈 4가지는 무엇인가?,"프론트 포지션, 쿼터턴 라이트(왼쪽 측면이 심판 향하게), 쿼터턴 백, 쿼터턴 라이트(오른쪽 측면이 심판 향하게)",,,,,,,,,,
지도방법,응급처치,First Aid,First Aid(응급 처치)를 설명하시오.,"갑자기 발생한 외상이나 질환에 대해 최소한의 긴급처치를 하는 것입니다. 응급처치를 통해 환자의 통증 감소, 장애 방지, 치료기간 단축 등의 효과를 볼 수 있습니다.",,,,,,,,,,
지도방법,응급처치,"CPR,CPCR",CPR (심폐 소생술) 순서를 설명하시오.,"의식, 호흡, 맥박 확인/119 신고 요청, 자동제세동기 요청/흉부 압박법 실시(30회 실시)/기도 확보/인공 호흡(2회 실시)/자동제세동기 사용",,,,,,,,,,
지도방법,응급처치,"CPR,CPCR",CPCR(심폐뇌소생술)를 설명하시오.,"CPR에 심폐 뇌 소생술을 추가한 것으로, 전문 의료인이 실시합니다. 심폐기능 소생과 함께 뇌 기능을 소생시키는 처치로, 환자의 뇌 손상 예방을 목적으로 합니다",,,,,,,,,,
지도방법,응급처치,"CPR,CPCR",자동 심장충격기 AED 사용법에 대해서 설명하시오,"1. 전원 켜기 2. 왼쪽 젖꼭지 아래, 오른쪽 쇄골 밑에 패드 부착 3. 심장 리듬 분석 4. 전기 충격 5. 심폐소생술 진행",,,,,,,,,,
지도방법,응급처치,응급상황 대처요령,3C에 대해서 설명하시오.,"Check, call, care 환자의 상태를 check하고, 119에 call하며, 환자를 care해야 합니다.",,,,,,,,,,
지도방법,응급처치,응급상황 대처요령,하임리히법 압박 위치와 이유를 설명하시오.,"배꼽과 명치 사이를 압박합니다. 배꼽과 명치 사이에는 우리가 숨 쉴 때 사용하는 횡격막이 있는데, 이 횡격막을 강하게 수축시켜 숨을 뱉어내게 해 이물질을 제거해낼 수 있기 때문입니다.",,,,,,,,,,
